id,date,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,circumplex.arousal,circumplex.valence,mood,screen,sms
AS14.01,2014-04-02,0.10191661063822348,1153.6,5922.584,395.91700000000003,165.411,0.0,0.0,255.13,2604.045,0.0,0.0,226.03300000000002,0.0,4.0,0.3333333333333333,0.6666666666666666,6.5,8108.768000125884,0.0
AS14.01,2014-04-03,0.04923847270844108,1267.25,9852.014,272.906,76.234,0.0,0.0,143.313,2576.905,19.082,0.0,182.77200000000002,0.0,4.0,-1.2,0.0,6.4,8860.769999980927,0.0
AS14.01,2014-04-04,0.12668931120732582,950.006,3654.632,33.656,0.0,0.0,0.0,58.754,1645.939,158.24099999999999,0.0,128.692,0.0,2.0,0.2,0.4,6.2,4756.9859998226175,1.0
AS14.01,2014-04-05,0.1190023022034455,473.554,1470.844,0.0,0.0,0.0,0.0,81.133,363.208,187.945,0.0,118.956,0.0,0.0,-0.4,0.6,6.8,2268.3399999141693,0.0
AS14.01,2014-04-06,0.06440779944246815,538.003,1955.951,45.352,0.0,114.406,0.0,65.636,321.46000000000004,0.0,0.0,46.249,0.0,4.0,-0.75,0.5,6.5,3225.763000011445,0.0
AS14.01,2014-04-07,0.050670621174317886,817.423,4082.389,59.497,46.128,0.0,17.107,113.29599999999999,1122.033,60.247,0.0,5.064,0.0,1.0,-0.6666666666666666,0.25,6.5,3898.342999696732,0.0
AS14.01,2014-04-08,0.07532705826134849,820.372,5233.922,224.296,19.131,0.0,0.0,50.412000000000006,1772.477,0.0,0.0,36.143,0.0,1.0,-0.4,0.3333333333333333,6.6,6775.577001810074,0.0
AS14.01,2014-04-09,0.12038411453232876,862.728,4787.411,73.578,0.0,0.0,0.0,84.955,2826.35,0.0,0.0,31.395,0.0,4.0,-0.8,1.0,7.4,8587.043001174929,0.0
AS14.01,2014-04-10,0.07896310519489107,651.005,2483.111,80.96799999999999,0.0,1.059,23.195,107.91900000000001,1174.717,0.0,0.0,184.397,0.0,7.0,-0.4,0.8,7.4,3202.80099964142,0.0
AS14.01,2014-04-11,0.07998620207306052,752.955,3336.592,164.10999999999999,94.093,0.0,0.0,51.452,596.807,34.234,0.0,132.267,0.0,0.0,-1.2,0.8,7.0,4362.240000247954,0.0
AS14.01,2014-04-12,0.07224906147031816,302.446,1307.962,154.372,0.0,0.0,0.0,79.033,264.432,5.031,0.0,265.003,0.0,0.0,-0.75,0.75,7.25,1730.757000923157,0.0
AS14.01,2014-04-13,0.014021328954370726,339.659,754.612,86.64699999999999,82.413,0.0,0.0,94.209,34.501999999999995,0.0,0.0,0.0,0.0,0.0,-1.25,1.0,8.0,1322.2829992771156,0.0
AS14.01,2014-04-14,0.08388731446988419,858.268,4386.036,192.922,89.32300000000001,0.0,0.0,145.096,726.033,29.104,0.0,496.165,0.0,1.0,-1.2,0.6,7.2,5270.82099890709,1.0
AS14.01,2014-04-15,0.09011215278072526,1245.5529999999999,4670.343,411.242,13.043,0.0,0.0,48.597,2354.401,8.363,0.0,279.793,0.0,8.0,0.0,0.8,6.4,4813.8009979724875,1.0
AS14.01,2014-04-16,0.11611033612712222,777.883,3701.882,209.132,0.0,0.0,0.0,40.784,1578.668,0.0,0.0,223.587,0.0,0.0,0.75,0.5,7.2,5772.210999250412,1.0
AS14.01,2014-04-17,0.05691785667209682,552.201,3636.658,142.241,0.0,0.0,0.0,53.763,1156.375,0.0,0.0,49.718,0.0,2.0,-0.4,0.6,6.6,3684.6130003929156,0.0
AS14.01,2014-04-18,0.09403300669497609,743.771,2722.651,82.306,119.163,0.0,0.0,47.789,140.966,63.874,0.0,88.68,0.0,1.0,-0.8,0.8,6.8,2911.0479998588553,0.0
AS14.01,2014-04-19,0.09943191172384026,582.431,2535.286,58.393,95.62899999999999,29.084,0.0,31.482,396.672,128.89,0.0,68.408,0.0,1.0,-0.2,1.0,7.8,3664.809000492097,0.0
AS14.01,2014-04-20,0.07481624304311596,702.782,3338.782,160.254,10.606,0.0,0.0,34.202,1064.061,0.0,0.0,121.035,0.0,2.0,-0.25,0.75,7.25,4391.176000595094,2.0
AS14.01,2014-04-21,0.10204105896824717,734.466,1634.79,74.88,33.266,0.0,0.0,58.049,428.972,68.278,0.0,123.28500000000001,0.0,2.0,-0.25,1.0,7.6,1741.376999139786,0.0
AS14.01,2014-04-22,0.09192955182229205,927.471,7968.059,419.308,38.452999999999996,0.0,0.0,63.16,1422.548,0.0,0.0,423.215,0.0,2.0,0.2,1.0,7.4,6919.825999021531,0.0
AS14.01,2014-04-23,0.04598568913376553,644.836,5463.654,152.546,18.051,0.0,0.0,42.397999999999996,526.598,0.0,0.0,246.944,0.0,1.0,0.2,1.0,7.6,5225.034999370575,0.0
AS14.01,2014-04-24,0.0509029881940343,710.385,6239.086,490.871,41.208,0.0,0.0,31.933,1478.69,51.184,0.0,472.011,0.0,1.0,-0.4,1.0,7.6,5783.137999773025,0.0
AS14.01,2014-04-25,0.10906106363682745,531.11,4290.133,148.591,21.070999999999998,0.0,0.0,68.84700000000001,981.616,63.315999999999995,0.0,216.208,0.0,2.0,-0.2,0.8,7.2,4650.056999206543,1.0
AS14.01,2014-04-26,0.21424877162423497,681.992,1411.234,0.0,27.266999999999996,0.0,0.0,46.205,45.344,470.77299999999997,3.148,244.427,0.0,3.0,-0.2,1.0,7.6,2670.7259995937347,4.0
AS14.01,2014-04-27,0.030478923798963695,601.607,1260.969,168.64499999999998,0.0,0.0,0.0,78.848,27.47,0.0,0.0,60.338,0.0,0.0,0.0,1.0,7.5,2227.3690001964574,0.0
AS14.01,2014-04-28,0.0196753225383989,586.156,3819.21,138.316,109.74,0.0,0.0,72.584,439.578,0.0,0.0,380.193,0.0,2.0,-0.8,0.8,7.6,3884.7119996547685,0.0
AS14.01,2014-04-29,0.10275824852950448,702.293,2509.22,303.218,0.0,333.305,0.0,40.472,411.485,41.982,0.0,332.443,0.0,0.0,-0.25,1.0,7.0,3298.1159989833845,0.0
AS14.01,2014-04-30,0.15105145904074724,616.77,3080.484,94.07600000000001,46.214,0.0,0.0,107.375,89.166,272.798,0.0,112.295,0.0,1.0,-0.4,0.75,7.8,4339.617998838423,0.0
AS14.01,2014-05-01,0.03706526814765703,1030.266,6488.361,55.116,386.04200000000003,0.0,0.0,44.43,1439.262,0.0,0.0,269.56899999999996,0.0,7.0,-0.4,1.0,8.0,7595.1499989032745,4.0
AS14.01,2014-05-02,0.07734101929677568,609.043,4284.9619999999995,124.696,237.161,0.0,0.0,32.443,771.266,0.0,0.0,11.083,0.0,0.0,-0.2,1.0,7.6,5229.549000501632,0.0
AS14.01,2014-05-03,0.07174088489517204,513.972,1780.423,163.03,74.396,0.0,0.0,40.569,205.602,143.631,30.102,49.286,0.0,0.0,-0.2,1.0,8.0,3197.9330005645743,1.0
AS14.01,2014-05-04,0.13619180837703837,450.187,2007.469,60.349000000000004,0.0,0.0,0.0,35.525,154.734,0.0,0.0,0.0,0.0,0.0,-0.5,1.0,8.0,1491.265999794006,0.0
AS14.01,2014-05-05,0.007842595452107337,341.803,566.625,0.0,0.0,0.0,0.0,0.0,25.104,0.0,0.0,99.764,0.0,0.0,-0.3000000000000001,1.0,7.866666666666667,693.645999908447,0.0
AS14.02,2014-03-16,,646.268,1206.512,0.0,0.0,0.0,0.0,308.266,181.591,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.333333333333333,2790.2639997005463,1.0
AS14.02,2014-03-17,0.1680684149503257,845.724,3356.5370000000003,1.089,0.0,0.0,0.0,103.699,103.02799999999999,0.0,0.0,0.0,0.0,4.0,0.5,0.5,6.75,4335.550001382827,0.0
AS14.02,2014-03-18,0.21948438425543756,847.279,2393.031,15.459000000000001,0.0,0.0,0.0,88.72200000000001,212.364,0.0,0.0,0.0,0.0,15.0,0.6,0.8,8.2,3654.2940011024475,1.0
AS14.02,2014-03-19,0.31563175685064315,961.437,2044.861,111.42699999999999,0.0,0.0,0.0,105.536,47.815,567.165,0.0,0.0,0.0,5.0,0.4,0.4,6.8,4650.245000362396,1.0
AS14.02,2014-03-20,0.23902496021034736,1172.884,1977.378,84.885,0.0,0.0,0.0,86.857,131.598,0.0,0.0,0.0,0.0,10.0,-0.5,0.75,7.25,3471.7540011405954,1.0
AS14.02,2014-03-21,0.28962792490010747,1008.668,1694.113,18.491,0.0,0.0,0.0,37.944,388.021,442.296,0.0,0.0,0.0,10.0,-0.75,0.75,7.5,4308.754999399186,1.0
AS14.02,2014-03-22,0.44604368683290135,1142.19,1852.256,228.046,0.0,0.0,0.0,43.204,408.66700000000003,780.617,0.0,0.0,0.0,25.0,-1.0,-0.5,6.5,5264.918002843857,1.0
AS14.02,2014-03-23,0.26969715703353236,703.5120000000001,1241.311,211.76500000000001,0.0,0.0,0.0,61.865,171.994,1263.189,0.0,0.0,0.0,8.0,-1.0,0.0,6.25,3335.0620007514954,1.0
AS14.02,2014-03-24,0.15612466250149995,579.775,895.092,107.881,0.0,0.0,0.0,81.80799999999999,232.801,0.0,0.0,0.0,0.0,5.0,0.2,-0.2,6.4,1848.1489992141724,0.0
AS14.02,2014-03-25,0.23051365485645373,1059.426,1658.746,36.23,0.0,0.0,0.0,50.375,148.447,0.0,0.0,0.0,0.0,7.0,-1.25,0.75,7.75,3579.9249999523176,0.0
AS14.02,2014-03-26,0.29395346240584214,964.624,1746.977,174.783,0.0,0.0,0.0,41.95,1072.874,0.0,0.0,0.0,0.0,5.0,-1.2,0.4,7.2,3768.2780008316035,0.0
AS14.02,2014-03-27,0.22884900892215096,732.766,2090.173,43.096000000000004,0.0,0.0,0.0,86.3,81.366,0.0,0.0,67.163,0.0,3.0,0.0,0.5,7.25,3606.336998701096,0.0
AS14.02,2014-03-28,0.26159832807813954,750.74,1245.127,198.137,0.0,0.0,0.0,125.66900000000001,701.253,0.0,0.0,0.0,0.0,8.0,-0.6,0.6,6.8,3243.359999418258,2.0
AS14.02,2014-03-29,0.432469355060395,979.631,1052.205,11.649,0.0,0.0,0.0,52.841,523.854,501.644,0.0,0.0,0.0,4.0,-0.75,0.25,7.25,2898.8659973144536,0.0
AS14.02,2014-03-30,0.24188730879396786,680.166,670.762,194.284,0.0,0.0,0.0,113.22800000000001,322.901,0.0,0.0,0.0,0.0,10.0,-1.0,0.75,7.0,2287.5399990081783,1.0
AS14.02,2014-03-31,0.15637292366427655,1009.905,2038.378,67.7,0.0,0.0,0.0,81.741,281.299,0.0,0.0,0.0,0.0,14.0,-0.8,0.4,7.2,3815.746999025345,2.0
AS14.02,2014-04-01,0.26196053218905446,1151.863,1322.61,76.976,0.0,0.0,0.0,186.413,191.121,72.778,0.0,0.0,0.0,2.0,-0.2,0.8,7.4,3037.1979968547826,1.0
AS14.02,2014-04-02,0.3191205617996335,1066.031,2385.316,125.259,0.0,0.0,0.0,128.744,317.901,0.0,0.0,0.0,0.0,2.0,-0.6,-0.2,6.4,3965.132001638412,0.0
AS14.02,2014-04-03,0.32250583990998866,878.838,3063.498,63.417,0.0,0.0,0.0,56.132,122.42099999999999,318.294,0.0,0.0,0.0,2.0,-0.25,0.0,5.75,4727.377001047135,0.0
AS14.02,2014-04-04,0.22727035660896047,807.1560000000001,1580.292,73.266,0.0,0.0,0.0,148.852,141.32,0.0,0.0,0.0,0.0,5.0,-1.2,0.2,6.4,3413.296000719071,0.0
AS14.02,2014-04-05,0.32191972248052525,958.156,1914.226,259.672,0.0,0.0,0.0,100.89699999999999,258.611,388.071,0.0,0.0,0.0,9.0,0.0,0.6,7.4,4078.845000982285,1.0
AS14.02,2014-04-06,0.21520952016085249,523.082,1052.448,114.141,0.0,0.0,0.0,30.011000000000003,391.54200000000003,0.0,0.0,0.0,0.0,6.0,-1.0,-1.25,4.5,2467.753998517989,0.0
AS14.02,2014-04-07,0.13652373439609958,694.236,2187.372,108.501,0.0,0.0,0.0,106.148,1268.413,0.0,0.0,0.0,0.0,2.0,0.0,0.6,6.8,4710.12099814415,0.0
AS14.02,2014-04-08,0.26195103762156396,862.323,1993.61,56.786,0.0,0.0,0.0,134.434,636.253,0.0,0.0,0.0,0.0,10.0,-0.25,0.5,6.25,3517.557999372484,1.0
AS14.02,2014-04-09,0.24720984804489024,993.818,1837.024,306.591,0.0,0.0,0.0,61.397,294.321,0.0,0.0,0.0,0.0,12.0,-0.5,0.25,7.25,3311.7250006198883,1.0
AS14.02,2014-04-10,0.2607506038432931,584.264,1943.788,186.524,0.0,0.0,0.0,84.87899999999999,566.807,175.173,0.0,2.045,0.0,1.0,0.25,0.75,7.25,4280.7939987182635,1.0
AS14.02,2014-04-11,0.4244814273084369,938.016,2008.98,264.015,0.0,0.0,0.0,136.128,319.645,630.929,0.0,0.0,0.0,7.0,-0.5,0.5,6.5,4670.516000986099,1.0
AS14.02,2014-04-12,0.3783017333120427,888.766,1121.423,0.0,0.0,0.0,0.0,11.016,157.19199999999998,362.185,0.0,6.986,0.0,6.0,-2.0,-1.0,6.0,3389.118001222611,1.0
AS14.02,2014-04-13,0.28982011828279997,401.122,855.219,109.062,0.0,0.0,0.0,28.500999999999998,123.071,159.646,0.0,0.0,0.0,1.0,-0.6,0.4,7.2,2174.8709976673135,0.0
AS14.02,2014-04-14,0.18707405017212794,574.595,1822.477,95.772,0.0,0.0,0.0,21.182,56.817,0.0,0.0,84.488,0.0,8.0,0.75,1.0,8.0,2773.0430009365086,7.0
AS14.02,2014-04-15,0.1736288831786874,98.266,92.259,19.658,0.0,0.0,0.0,0.0,25.386000000000003,0.0,0.0,0.0,0.0,14.0,-0.5,0.5,7.25,259.1410002708435,1.0
AS14.02,2014-04-16,0.3532763532763534,59.239000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,-0.3333333333333333,0.3333333333333333,6.666666666666667,109.28399968147278,1.0
AS14.02,2014-04-17,0.4700854700854705,2.007,37.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.25,0.0,6.5,41.23499965667722,7.0
AS14.02,2014-04-18,0.3742476766351278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.5,0.0,0.0
AS14.02,2014-04-19,0.5,10.09,72.34100000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.6666666666666666,-0.3333333333333333,5.666666666666667,187.3220000267031,0.0
AS14.02,2014-04-20,0.2969856532356534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-0.6666666666666666,0.0,5.0,0.0,3.0
AS14.02,2014-04-21,0.18808497536945817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-0.5,-0.5,5.5,0.0,0.0
AS14.02,2014-04-22,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.887,0.0,0.0,0.0,0.0,15.0,-1.3333333333333333,-0.3333333333333333,5.666666666666667,13.08000016212468,2.0
AS14.02,2014-04-23,0.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.5,5.5,0.0,1.0
AS14.02,2014-04-24,0.0344827586206897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.5,7.0,0.0,0.0
AS14.02,2014-04-25,0.0841133004926109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,9.0,0.0,0.0
AS14.03,2014-03-21,,61.70399999999999,823.913,83.443,0.0,0.0,10.046,137.97400000000002,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,9.0,1664.9540009498598,2.0
AS14.03,2014-03-22,0.1913883086450861,175.749,458.495,212.831,0.0,0.0,0.0,89.216,0.0,168.545,0.0,4.35,0.0,8.0,0.8,1.0,7.8,1202.8930001258855,1.0
AS14.03,2014-03-23,0.1002466983942117,311.985,737.921,442.846,36.364,0.0,7.623,161.499,0.0,275.40500000000003,0.0,0.0,44.854,1.0,-0.2,1.2,8.2,2376.651000499726,1.0
AS14.03,2014-03-24,0.090740222421567,38.585,1386.356,479.431,105.21700000000001,0.0,22.283,251.43,0.0,0.0,11.064,5.136,0.0,3.0,-0.6,1.4,7.8,3972.0319998264317,0.0
AS14.03,2014-03-25,0.13276828552349199,204.67,1305.098,413.488,50.54,0.0,67.687,44.311,0.0,0.0,47.324,28.843000000000004,0.0,6.0,-0.4,1.2,7.8,3250.2300000190744,1.0
AS14.03,2014-03-26,0.0911532011403041,118.63900000000001,1123.727,493.627,87.141,0.0,20.684,72.68,0.0,12.84,7.649,0.0,0.0,1.0,0.5,1.0,8.25,2691.363998889923,0.0
AS14.03,2014-03-27,0.10319575369873081,141.804,931.662,312.116,0.0,0.0,13.437,60.032,0.0,0.0,0.0,17.490000000000002,0.0,3.0,0.25,0.5,7.75,1758.4240012168884,1.0
AS14.03,2014-03-28,0.10467928797906652,35.607,940.879,234.787,0.0,0.0,13.084,246.376,0.0,0.0,63.787000000000006,7.045,0.0,3.0,-0.5,1.5,8.0,2046.6509981155402,0.0
AS14.03,2014-03-29,0.16337733775865063,19.31,152.928,341.401,49.371,0.0,0.0,104.425,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,1.6,8.6,1135.735000371933,1.0
AS14.03,2014-03-30,0.16465071526667882,12.869,1223.623,203.617,0.0,0.0,0.0,118.31,0.0,0.0,35.267,0.0,31.955000000000002,1.0,-0.2,1.0,8.4,2046.5949995517733,0.0
AS14.03,2014-03-31,0.08363358459550868,414.796,1010.48,219.118,77.491,0.0,0.0,98.786,0.0,0.0,0.0,5.16,0.0,3.0,0.4,0.6,7.4,2172.4070000648494,1.0
AS14.03,2014-04-01,0.097414340146311,91.943,711.798,198.89700000000002,58.641,0.0,21.740000000000002,108.153,0.0,0.0,0.0,0.0,0.0,2.0,0.4,0.4,7.6,1471.3049991130822,0.0
AS14.03,2014-04-02,0.0786881382869165,115.181,820.558,202.74699999999999,65.43900000000001,0.0,18.698999999999998,98.842,0.0,54.144999999999996,0.0,0.0,0.0,2.0,0.2,0.6,7.4,1328.0240006446836,0.0
AS14.03,2014-04-03,0.08363645439998374,48.766000000000005,685.184,191.634,72.103,0.0,0.0,91.237,0.0,0.0,20.192,29.197000000000003,0.0,1.0,0.0,1.0,7.8,1019.8629999160767,0.0
AS14.03,2014-04-04,0.0871065604162596,276.355,347.50399999999996,227.287,47.284,0.0,6.163,90.797,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.4,7.8,2102.238998889922,3.0
AS14.03,2014-04-05,0.11442793762963631,146.641,1110.404,212.113,0.0,0.0,4.064,60.862,0.0,19.695999999999998,0.0,0.0,0.0,6.0,1.2,1.0,7.6,1879.462998628616,0.0
AS14.03,2014-04-06,0.07677201548523706,11.062999999999999,501.911,443.745,0.0,0.0,0.0,57.429,0.0,0.0,23.094,0.0,0.0,0.0,0.2,0.8,6.8,2122.078998804094,0.0
AS14.03,2014-04-07,0.14406393678902962,161.242,1484.702,193.559,14.021,0.0,13.575,72.082,0.0,0.0,82.764,0.0,0.0,2.0,0.2,1.0,7.4,1884.1459994316099,0.0
AS14.03,2014-04-08,0.1038308889653645,138.258,683.364,227.111,27.089,0.0,0.0,70.913,0.0,0.0,11.128,0.0,0.0,2.0,0.4,1.2,7.4,1578.9600000381467,1.0
AS14.03,2014-04-09,0.0921222333052219,23.843000000000004,586.9879999999999,157.551,31.735,0.0,16.27,74.42,0.0,0.0,50.254,0.0,0.0,0.0,0.6,1.0,7.8,888.5699996948243,0.0
AS14.03,2014-04-10,0.1080663991151945,7.144,1486.304,300.277,0.0,0.0,5.217,95.092,13.22,0.0,0.0,0.0,0.0,0.0,0.4,1.0,7.4,2226.24600148201,2.0
AS14.03,2014-04-11,0.12018808327176551,36.757999999999996,1179.141,178.559,17.149,0.0,9.16,71.801,0.0,0.0,28.343,4.513,0.0,0.0,0.2,1.0,7.6,2892.284999370574,0.0
AS14.03,2014-04-12,0.12703734227128452,104.581,229.648,112.485,0.0,0.0,0.0,69.868,0.0,0.0,21.096,9.33,0.0,6.0,0.3333333333333333,1.0,7.666666666666667,1272.7799994945528,0.0
AS14.03,2014-04-13,0.07813754216620179,24.662,761.269,278.928,0.0,0.0,86.864,134.19,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1.0,7.4,1481.2009990215286,1.0
AS14.03,2014-04-14,0.09289626571780712,246.052,646.766,198.321,28.19,0.0,8.073,58.008,41.364999999999995,0.0,11.226,17.303,0.0,0.0,0.0,0.8,7.0,1468.3120005130768,1.0
AS14.03,2014-04-15,0.11955499852139129,215.811,1719.766,191.938,0.0,0.0,6.025,100.23500000000001,0.0,0.0,12.082,0.0,0.0,6.0,0.2,0.8,7.6,2814.208998203278,0.0
AS14.03,2014-04-16,0.11476816921494709,126.29899999999999,1014.49,353.181,18.113,0.0,33.186,175.38,0.0,0.0,38.227999999999994,7.662,0.0,2.0,0.8,1.0,8.0,2082.604000091553,0.0
AS14.03,2014-04-17,0.14085924635236632,171.468,2048.286,236.018,31.452,0.0,0.0,167.096,0.0,0.0,101.287,31.331,0.0,4.0,0.25,0.75,7.25,2851.1819999217996,2.0
AS14.03,2014-04-18,0.07387608289940913,263.687,422.913,279.4,0.0,0.0,65.189,47.282,0.0,0.0,18.267,7.954,0.0,6.0,0.0,1.0,7.5,3458.2460002899156,0.0
AS14.03,2014-04-19,0.20822977708940202,117.624,616.045,66.705,0.0,0.0,0.0,53.494,0.0,69.034,0.0,0.0,0.0,4.0,0.6,0.8,7.8,1175.9670000076292,1.0
AS14.03,2014-04-20,0.1468526372239469,199.698,767.197,490.887,0.0,0.0,0.0,49.111,0.0,26.617,12.211,0.0,0.0,3.0,0.25,1.0,7.5,1455.366999149322,2.0
AS14.03,2014-04-21,0.02084580503077148,16.541,242.136,187.44299999999998,23.194,0.0,0.0,38.185,0.0,167.219,0.0,5.461,0.0,3.0,0.2,1.0,7.4,1372.7650005817409,0.0
AS14.03,2014-04-22,0.09285561446082308,126.094,881.863,201.123,0.0,0.0,9.798,73.491,0.0,0.0,23.108,0.0,0.0,0.0,0.4,0.8,7.6,2121.562000036239,0.0
AS14.03,2014-04-23,0.1203897193369119,145.374,1479.562,298.193,40.741,0.0,0.0,58.527,0.0,0.0,24.156,0.0,0.0,0.0,0.6,0.8,7.0,2197.1759996414194,1.0
AS14.03,2014-04-24,0.10600109223606825,115.675,1332.969,287.216,52.354,0.0,0.0,73.768,0.0,0.0,17.439,0.0,0.0,0.0,-0.2,1.0,7.4,1770.1080002784734,0.0
AS14.03,2014-04-25,0.10616761822048394,42.124,1525.129,350.979,43.303,0.0,38.441,57.623999999999995,0.0,0.0,54.501,10.174,0.0,0.0,-1.0,1.0,7.5,2022.8459999561312,0.0
AS14.03,2014-04-26,0.26914225033438455,45.605000000000004,168.60000000000002,194.992,0.0,0.0,0.0,90.046,19.455,0.0,0.0,0.0,0.0,4.0,-0.25,1.0,7.5,790.0049996376036,5.0
AS14.03,2014-04-27,0.06555207175889922,8.94,876.223,457.62,0.0,0.0,0.0,154.114,0.0,276.209,56.35,0.0,0.0,0.0,-1.4,1.0,7.6,2515.3069992065425,0.0
AS14.03,2014-04-28,0.08262849034113322,118.209,1490.464,241.089,28.117,0.0,0.0,47.72,7.876,0.0,16.492,13.238,0.0,1.0,-1.4,1.0,7.0,2419.9010000228877,0.0
AS14.03,2014-04-29,0.1186958482249048,20.779,1792.613,290.211,67.277,0.0,6.506,66.649,0.0,0.0,13.057,0.0,0.0,0.0,-0.6,1.0,7.2,3053.505998849869,0.0
AS14.03,2014-04-30,0.08969224082903049,67.04400000000001,917.711,272.076,0.0,0.0,0.0,85.207,0.0,0.0,41.5,16.27,0.0,0.0,-1.2,1.0,7.0,1751.685998916626,0.0
AS14.03,2014-05-01,0.13638883459215953,79.551,899.984,225.393,0.0,0.0,5.718999999999999,80.12700000000001,0.0,112.24,0.0,12.198,0.0,1.0,-0.8,1.0,7.2,1379.3850002288814,0.0
AS14.03,2014-05-02,0.13437692269476761,199.09300000000002,659.256,266.944,43.224000000000004,0.0,0.0,96.845,0.0,49.673,0.0,28.902,0.0,10.0,-1.2,1.4,7.6,1797.0970005989072,1.0
AS14.03,2014-05-03,0.1389189314363011,52.539,656.4839999999999,641.165,0.0,0.0,0.0,54.141,0.0,72.509,15.146,11.342,0.0,5.0,-0.4,1.0,7.75,1724.645999908447,0.0
